Day/Hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
118,0,0,0,0,0,0,0.01408252,0.121858517,0.312739953,0.3294154,0.350477062,0.377002286,0.465703962,0.552729362,0.559678024,0.456330356,0.274677931,0.096891444,7.79E-06,0,0,0,0,0
119,0,0,0,0,0,0,0.018581629,0.184928776,0.317501392,0.547280128,0.667171665,0.761340072,0.646237073,0.500047743,0.460629192,0.401587372,0.225383452,0.075699701,0.000144341,0,0,0,0,0
120,0,0,0,0,0,0,0.024438783,0.222801919,0.459322165,0.676173443,0.838355344,0.936159236,0.953357624,0.89558861,0.77473412,0.58031334,0.353360073,0.126546906,0.000243805,0,0,0,0,0
121,0,0,0,0,0,0,0.013044122,0.132146861,0.267518752,0.32101295,0.388880887,0.395596213,0.533894386,0.584859992,0.383893834,0.252488155,0.168539049,0.055157454,3.57E-06,0,0,0,0,0
122,0,0,0,0,0,0,0.024459751,0.220958415,0.454147659,0.671229825,0.833297991,0.925530131,0.950990045,0.894815071,0.770024284,0.582125941,0.353911166,0.127087731,0.000269519,0,0,0,0,0
123,0,0,0,0,0,0,0.024863311,0.223609566,0.459323307,0.675911032,0.841040391,0.932423806,0.957295078,0.900064444,0.76871381,0.579209605,0.351807782,0.126853081,0.000280249,0,0,0,0,0
124,0,0,0,0,0,0,0.014331448,0.111136929,0.267983882,0.434379912,0.423885587,0.487411322,0.3997823,0.415611599,0.463337569,0.448764952,0.271492734,0.106615145,1.14E-05,0,0,0,0,0
125,0,0,0,0,0,0,0.0100181,0.048917809,0.082020836,0.134467333,0.22424419,0.265933306,0.228046457,0.198910431,0.081563847,0.081437764,0.037712148,0.034605466,0.000101434,0,0,0,0,0
126,0,0,0,0,0,0,0.010659889,0.126610455,0.194580195,0.306957356,0.486396793,0.386755826,0.314715619,0.327539244,0.286174332,0.361987701,0.23279108,0.085227692,6.73E-06,0,0,0,0,0
127,0,0,0,0,0,4.59E-07,0.02493125,0.220766399,0.451119426,0.66114706,0.825498486,0.920584028,0.946215117,0.885440261,0.761522176,0.572571734,0.351085441,0.127205132,0.00033272,0,0,0,0,0
